UA,mun,uf,lon_pc,lat_pc,Biomassa_Mg_ha,bio_Mg_ha_10,bio_Mg_ha_5,n_arvores_total,n_arvores_10,n_arvores_5,n_subunidades,n_subparcelas_5,area_ha_10,area_ha_5,dap_medio_10,ht_media_10,flag_subunidades_incompletas,flag_poucas_arvores,flag_biomassa_extrema
GO_638,Cromínia,Goiás,-49.3199999999,-17.2799999999,73.85390448697957,71.85960694744129,1.9942975395382752,29.0,24,5.0,2,2.0,0.2,0.02,29.269218292857133,13.152000000000001,True,False,False
GO_639,Piracanjuba,Goiás,-49.1399999999,-17.2799999999,61.892219778246506,51.15111102975936,10.741108748487145,175.0,132,43.0,4,7.0,0.4,0.07,16.101301541352402,11.240151515151515,False,False,False
GO_64,Cavalcante,Goiás,-47.6999999999,-13.4999999999,8.866503078132187,4.627855741197175,4.238647336935013,39.0,20,19.0,2,4.0,0.2,0.04,14.214242567817791,5.3,True,False,False
GO_640,Piracanjuba,Goiás,-48.9599999999,-17.2799999999,93.44372675807342,90.37572497901817,3.06800177905525,101.0,93,8.0,4,3.0,0.4,0.03,23.73588656602937,11.608602150537633,False,False,False
GO_641,Cristianópolis,Goiás,-48.7799999999,-17.2799999999,25.591869194325263,25.591869194325263,0.0,4.0,4,0.0,1,0.0,0.1,0.0,29.12450562210062,12.575,True,True,False
GO_642,Santa Cruz de Goiás,Goiás,-48.5999999999,-17.2799999999,79.18973435711379,67.01947118706023,12.170263170053563,165.0,136,29.0,4,4.0,0.4,0.04,18.46986378919837,10.984558823529412,False,False,False
GO_643,Santa Cruz de Goiás,Goiás,-48.4199999999,-17.2799999999,49.03993011805842,45.15279066657171,3.8871394514867097,62.0,54,8.0,3,2.0,0.3,0.02,20.90242449691011,12.955555555555556,True,False,False
GO_644,Pires do Rio,Goiás,-48.2399999999,-17.2799999999,32.76050423580534,32.76050423580534,0.0,10.0,10,0.0,2,0.0,0.2,0.0,30.895139922254145,10.75,True,False,False
GO_645,Ipameri,Goiás,-48.0599999999,-17.2799999999,77.39421925382157,68.643497358082,8.750721895739575,95.0,67,28.0,2,4.0,0.2,0.04,20.176577092373535,9.959701492537313,True,False,False
GO_648,Cristalina,Goiás,-47.5199999999,-17.2799999999,4.241679745260083,1.9494500603136395,2.292229684946444,16.0,7,9.0,2,3.0,0.2,0.03,14.228571428571428,5.714285714285714,True,False,False
GO_649,Mineiros,Goiás,-53.0999999999,-17.4599999999,10.246723311101626,5.967697224086624,4.279026087015001,34.0,27,7.0,2,2.0,0.2,0.02,13.52962962962963,8.218518518518518,True,False,False
GO_65,Cavalcante,Goiás,-47.5199999999,-13.4999999999,7.308908288835935,4.906659149673114,2.402249139162821,47.0,34,13.0,4,4.0,0.4,0.04,15.373688187556976,5.276470588235294,False,False,False
GO_653,Mineiros,Goiás,-52.3799999999,-17.4599999999,76.02575819359367,70.96213772713969,5.063620466453984,176.0,130,46.0,4,8.0,0.4,0.08,19.410647377976108,8.743076923076922,False,False,False
GO_655,Caiapônia,Goiás,-52.0199999999,-17.4599999999,56.659532675648634,45.88083552388587,10.778697151762763,167.0,104,63.0,4,8.0,0.4,0.08,17.205504491578093,10.992307692307692,False,False,False
GO_656,Jataí,Goiás,-51.8399999999,-17.4599999999,20.3900654025338,16.264265984535502,4.125799417998297,106.0,85,21.0,4,7.0,0.4,0.07,15.146056514921863,6.995294117647059,False,False,False
GO_657,Rio Verde,Goiás,-51.6599999999,-17.4599999999,30.533720523607307,11.982525799072043,18.551194724535264,34.0,17,17.0,1,1.0,0.1,0.01,14.87196089251392,7.988235294117648,True,False,False
GO_659,Montividiu,Goiás,-51.2999999999,-17.4599999999,9.886444923216853,4.191088956590069,5.695355966626785,23.0,8,15.0,2,3.0,0.2,0.03,16.58556538614804,8.1375,True,False,False
GO_66,Cavalcante,Goiás,-47.3399999999,-13.4999999999,7.3712453716951165,5.309403996171822,2.0618413755232945,43.0,30,13.0,4,4.0,0.4,0.04,17.000297650917698,5.1033333333333335,False,False,False
GO_662,Rio Verde,Goiás,-50.7599999999,-17.4599999999,20.231821753403693,13.172784239041588,7.059037514362103,40.0,28,12.0,3,2.0,0.3,0.02,19.39839292666508,7.989285714285714,True,False,False
GO_668,Edealina,Goiás,-49.6799999999,-17.4599999999,17.094245510573753,15.698917942252951,1.3953275683208004,11.0,9,2.0,2,1.0,0.2,0.01,21.833333333333332,9.633333333333333,True,False,False
GO_669,Pontalina,Goiás,-49.4999999999,-17.4599999999,15.004378765254343,7.4563554909770815,7.548023274277261,46.0,31,15.0,3,3.0,0.3,0.03,15.912154306886308,6.97741935483871,True,False,False
GO_67,Teresina de Goiás,Goiás,-47.1599999999,-13.4999999999,18.071886517604824,8.05029208409217,10.021594433512655,117.0,48,69.0,4,7.0,0.4,0.07,13.974737469757718,7.925,False,False,False
GO_670,Mairipotaba,Goiás,-49.3199999999,-17.4599999999,70.90172348187183,66.21619172860333,4.685531753268486,89.0,73,16.0,3,4.0,0.3,0.04,21.0986301369863,10.073972602739726,True,False,False
GO_671,Piracanjuba,Goiás,-49.1399999999,-17.4599999999,11.264504829748772,10.865555249233678,0.3989495805150931,8.0,7,1.0,1,1.0,0.1,0.01,20.310804501320188,8.542857142857143,True,True,False
GO_672,Piracanjuba,Goiás,-48.9599999999,-17.4599999999,56.52425041249734,31.97719103720491,24.54705937529243,213.0,126,87.0,3,5.0,0.3,0.05,14.208428284374973,8.424603174603174,True,False,False
GO_673,Piracanjuba,Goiás,-48.7799999999,-17.4599999999,9.45760691712334,4.989626244350475,4.467980672772863,30.0,13,17.0,2,3.0,0.2,0.03,15.28696470241038,7.615384615384615,True,False,False
GO_674,Santa Cruz de Goiás,Goiás,-48.5999999999,-17.4599999999,57.938042677811595,45.96574067457414,11.972302003237456,139.0,109,30.0,4,4.0,0.4,0.04,18.905189733805923,9.555045871559633,False,False,False
GO_675,Pires do Rio,Goiás,-48.4199999999,-17.4599999999,21.65316820537889,13.794186232956562,7.858981972422328,168.0,102,66.0,4,8.0,0.4,0.08,13.221439876707473,6.926470588235294,False,False,False
GO_677,Ipameri,Goiás,-48.0599999999,-17.4599999999,78.85175202762855,70.6928988027039,8.158853224924655,254.0,202,52.0,4,8.0,0.4,0.08,16.881882296141487,10.1019801980198,False,False,False
GO_679,Campo Alegre de Goiás,Goiás,-47.6999999999,-17.4599999999,64.56725723021366,59.73115785535485,4.8360993748588035,122.0,94,28.0,3,7.0,0.3,0.07,20.055934377001755,11.140425531914895,True,False,False
GO_680,Catalão,Goiás,-47.5199999999,-17.4599999999,31.975100284687553,20.158497721894197,11.816602562793356,104.0,53,51.0,3,6.0,0.3,0.06,14.429077429844549,8.816981132075473,True,False,False
GO_682,Mineiros,Goiás,-52.9199999999,-17.6399999999,80.39566160733482,59.53388402110175,20.861777586233067,302.0,195,107.0,4,8.0,0.4,0.08,15.48017507180082,10.961538461538462,False,False,False
GO_683,Mineiros,Goiás,-52.7399999999,-17.6399999999,59.807830670696035,41.51718567235111,18.290644998344927,250.0,165,85.0,4,7.0,0.4,0.07,15.637198382646064,8.913333333333334,False,False,False
GO_684,Mineiros,Goiás,-52.5599999999,-17.6399999999,3.6816234561646968,3.6816234561646968,0.0,1.0,1,0.0,1,0.0,0.1,0.0,28.9,11.0,True,True,False
GO_686,Jataí,Goiás,-52.1999999999,-17.6399999999,1.511516247598287,1.511516247598287,0.0,1.0,1,0.0,1,0.0,0.1,0.0,24.8,6.8,True,True,False
GO_687,Jataí,Goiás,-52.0199999999,-17.6399999999,25.555145233546284,17.379116911782,8.176028321764287,42.0,23,19.0,2,2.0,0.2,0.02,19.147889373352033,8.360869565217392,True,False,False
GO_689,Jataí,Goiás,-51.6599999999,-17.6399999999,4.563545120521779,2.675145756704231,1.8883993638175478,30.0,19,11.0,3,4.0,0.3,0.04,13.110526315789473,5.521052631578947,True,False,False
GO_690,Rio Verde,Goiás,-51.4799999999,-17.6399999999,13.67349120884716,4.639810086274845,9.033681122572316,111.0,45,66.0,4,6.0,0.4,0.06,14.083997658572212,4.5,False,False,False
GO_695,Santa Helena de Goiás,Goiás,-50.5799999999,-17.6399999999,12.573684850257818,2.9853276993769455,9.588357150880872,51.0,14,37.0,2,4.0,0.2,0.04,13.696619359815186,6.1571428571428575,True,False,False
GO_696,Turvelândia,Goiás,-50.3999999999,-17.6399999999,196.3227304721841,189.12873492151255,7.193995550671548,39.0,26,13.0,1,2.0,0.1,0.02,30.703075771459574,12.799999999999999,True,False,False
GO_697,Turvelândia,Goiás,-50.2199999999,-17.6399999999,91.06286790790153,87.46032901465753,3.602538893243998,168.0,143,25.0,4,7.0,0.4,0.07,20.308835741951093,11.453472222222222,False,False,False
GO_698,Edéia,Goiás,-50.0399999999,-17.6399999999,31.465284160521172,27.017779102083956,4.447505058437215,33.0,25,8.0,2,2.0,0.2,0.02,21.331999999999997,11.22,True,False,False
GO_7,Montividiu do Norte,Goiás,-48.7799999999,-12.9599999999,52.82433692674718,50.67776300121375,2.146573925533432,121.0,109,12.0,4,6.0,0.4,0.06,20.180911760734844,8.691743119266055,False,False,False
GO_70,São Domingos,Goiás,-46.6199999999,-13.4999999999,140.86281230387328,121.54007176121465,19.322740542658646,357.0,269,88.0,4,8.0,0.4,0.08,16.7830933985102,12.925925925925926,False,False,False
GO_701,Pontalina,Goiás,-49.4999999999,-17.6399999999,25.97778937528205,16.254266483324937,9.723522891957115,111.0,40,71.0,3,7.0,0.3,0.07,16.785070244622506,9.3825,True,False,False
GO_702,Morrinhos,Goiás,-49.3199999999,-17.6399999999,52.24833841563323,47.09162795854635,5.156710457086882,77.0,70,7.0,4,2.0,0.4,0.02,20.68,11.644285714285715,False,False,False
GO_703,Morrinhos,Goiás,-49.1399999999,-17.6399999999,61.38618567993032,57.05084946103477,4.335336218895549,105.0,89,16.0,3,6.0,0.3,0.06,19.41142518666453,9.484444444444446,True,False,False
GO_704,Morrinhos,Goiás,-48.9599999999,-17.6399999999,36.70477985494723,30.7359080856819,5.968871769265336,34.0,23,11.0,1,2.0,0.1,0.02,18.063995609633004,9.321739130434782,True,False,False
GO_705,Caldas Novas,Goiás,-48.7799999999,-17.6399999999,18.115060277330166,18.115060277330166,0.0,6.0,6,0.0,3,0.0,0.3,0.0,30.26748358161895,12.1,True,True,False
GO_707,Ipameri,Goiás,-48.4199999999,-17.6399999999,15.593402248751888,11.72243625159997,3.870965997151919,35.0,19,16.0,4,5.0,0.4,0.05,20.315804354740827,9.026315789473685,False,False,False
GO_708,Ipameri,Goiás,-48.2399999999,-17.6399999999,104.36319340031929,94.17646636266599,10.186727037653293,160.0,132,28.0,3,4.0,0.3,0.04,18.42204328543665,12.57878787878788,True,False,False
GO_709,Ipameri,Goiás,-48.0599999999,-17.6399999999,22.548011555618515,15.036054057629205,7.511957497989311,51.0,32,19.0,4,3.0,0.4,0.03,18.05018680215116,8.7125,False,False,False
GO_71,São Domingos,Goiás,-46.4399999999,-13.4999999999,11.919066278097901,10.800908125140761,1.1181581529571392,45.0,42,3.0,4,2.0,0.4,0.02,17.283491402817596,7.057142857142857,False,False,False
GO_710,Campo Alegre de Goiás,Goiás,-47.8799999999,-17.6399999999,10.523772150141735,8.82045425432349,1.7033178958182449,82.0,71,11.0,4,7.0,0.4,0.07,14.560741546356512,5.267605633802817,False,False,False
GO_711,Campo Alegre de Goiás,Goiás,-47.6999999999,-17.6399999999,77.68781271262039,66.4327458741922,11.255066838428192,88.0,54,34.0,3,4.0,0.3,0.04,23.69857728642265,11.488888888888889,True,False,False
GO_713,Catalão,Goiás,-47.3399999999,-17.6399999999,7.163818177154479,4.52472787582889,2.639090301325589,38.0,22,16.0,3,5.0,0.3,0.05,14.805351916642737,5.363636363636363,True,False,False
GO_714,Mineiros,Goiás,-53.0999999999,-17.8199999999,18.84880478336096,11.80939845900321,7.03940632435775,36.0,10,26.0,1,3.0,0.1,0.03,18.4,7.85,True,False,False
GO_716,Mineiros,Goiás,-52.7399999999,-17.8199999999,4.082459043906377,4.082459043906377,0.0,13.0,13,0.0,2,0.0,0.2,0.0,16.957399063925923,4.346153846153846,True,False,False
GO_717,Mineiros,Goiás,-52.5599999999,-17.8199999999,46.42396737986709,33.20127719629734,13.22269018356975,164.0,118,46.0,3,4.0,0.3,0.04,14.738670919282931,8.588135593220338,True,False,False
GO_71_C,São Domingos,Goiás,-46.35,-13.59,45.3583692731073,31.958353230653817,13.400016042453485,195.0,97,98.0,4,8.0,0.4,0.08,15.655990324228739,9.14742268041237,False,False,False
GO_71_M,São Domingos,Goiás,-46.395,-13.635,68.59651593013079,64.22509837234773,4.371417557783056,164.0,132,32.0,4,8.0,0.4,0.08,19.44935638459558,9.06060606060606,False,False,False
GO_71_P22,São Domingos,Goiás,-46.3275,-13.5675,38.61370091778251,32.70641189667226,5.907289021110248,102.0,64,38.0,4,8.0,0.4,0.08,19.3136844230203,8.9078125,False,False,False
GO_72,São Domingos,Goiás,-46.2599999999,-13.4999999999,9.954667676768898,7.833767267804996,2.120900408963902,66.0,50,16.0,4,7.0,0.4,0.07,16.099339811468866,5.11,False,False,False
GO_722,Jataí,Goiás,-51.6599999999,-17.8199999999,138.29806766479965,121.11733627454892,17.18073139025074,311.0,250,61.0,4,8.0,0.4,0.08,15.406459263485978,16.886,False,False,False
GO_723,Jataí,Goiás,-51.4799999999,-17.8199999999,87.27598797811474,78.24613869523111,9.029849282883626,137.0,85,52.0,3,6.0,0.3,0.06,19.26854027197508,12.50705882352941,True,False,False
GO_726,Rio Verde,Goiás,-50.9399999999,-17.8199999999,146.70600370143816,136.63843987510486,10.06756382633331,72.0,58,14.0,2,2.0,0.2,0.02,23.970889450686506,16.727586206896554,True,False,False
GO_729,Turvelândia,Goiás,-50.3999999999,-17.8199999999,32.98818747864535,32.98818747864535,0.0,16.0,16,0.0,1,0.0,0.1,0.0,20.459885025881764,8.225,True,False,False
GO_73,Nova Crixás,Goiás,-50.7599999999,-13.6799999999,9.530711013759888,4.286535948487316,5.2441750652725725,63.0,19,44.0,4,7.0,0.4,0.07,15.368927720912358,7.694736842105263,False,False,False
GO_735,Morrinhos,Goiás,-49.3199999999,-17.8199999999,25.259666832749186,15.472425794193606,9.78724103855558,154.0,91,63.0,4,8.0,0.4,0.08,14.527449360827966,7.523076923076923,False,False,False
GO_736,Morrinhos,Goiás,-49.1399999999,-17.8199999999,37.390263641417874,27.72318480634013,9.667078835077746,69.0,49,20.0,3,3.0,0.3,0.03,17.35739725448376,9.646938775510204,True,False,False
GO_738,Rio Quente,Goiás,-48.7799999999,-17.8199999999,26.650513480887092,25.43909430779501,1.2114191730920836,26.0,21,5.0,4,3.0,0.4,0.03,30.40169703271272,9.404761904761905,False,False,False
GO_739,Caldas Novas,Goiás,-48.5999999999,-17.8199999999,46.826629708546704,33.64288877250966,13.183740936037044,75.0,56,19.0,3,2.0,0.3,0.02,17.218049552983363,10.239285714285714,True,False,False
GO_74,Nova Crixás,Goiás,-50.5799999999,-13.6799999999,9.832359052342033,9.832359052342033,0.0,2.0,2,0.0,1,0.0,0.1,0.0,37.9,10.3,True,True,False
GO_740,Ipameri,Goiás,-48.4199999999,-17.8199999999,17.390606117653853,9.821605083612521,7.56900103404133,135.0,76,59.0,4,8.0,0.4,0.08,13.872588587394779,6.076315789473685,False,False,False
GO_741,Ipameri,Goiás,-48.2399999999,-17.8199999999,24.56645039783586,15.06794361575173,9.498506782084132,92.0,49,43.0,3,6.0,0.3,0.06,14.626755033563528,6.559183673469387,True,False,False
GO_742,Ipameri,Goiás,-48.0599999999,-17.8199999999,4.30555968249503,4.30555968249503,0.0,11.0,11,0.0,3,0.0,0.3,0.0,19.831604992745614,6.736363636363635,True,False,False
GO_743,Campo Alegre de Goiás,Goiás,-47.8799999999,-17.8199999999,30.903794780916293,26.16841244481228,4.7353823361040135,121.0,88,33.0,4,6.0,0.4,0.06,16.348327950663815,8.311363636363636,False,False,False
GO_744,Campo Alegre de Goiás,Goiás,-47.6999999999,-17.8199999999,6.45101859771341,3.833604287606972,2.617414310106438,10.0,4,6.0,1,2.0,0.1,0.02,16.970411039827916,5.975,True,False,False
GO_745,Catalão,Goiás,-47.5199999999,-17.8199999999,7.923389010096108,2.0228885867395237,5.9005004233565845,35.0,12,23.0,3,5.0,0.3,0.05,13.933333333333332,5.0249999999999995,True,False,False
GO_746,Mineiros,Goiás,-52.9199999999,-17.9999999999,7.507029588879673,4.550372360845843,2.9566572280338295,48.0,32,16.0,4,6.0,0.4,0.06,14.819795588593298,5.55,False,False,False
GO_748,Serranópolis,Goiás,-52.5599999999,-17.9999999999,22.602692022979177,22.602692022979177,0.0,5.0,5,0.0,3,0.0,0.3,0.0,51.4,10.139999999999999,True,True,False
GO_749,Serranópolis,Goiás,-52.3799999999,-17.9999999999,31.03124920778703,19.58137859300512,11.449870614781911,257.0,151,106.0,4,8.0,0.4,0.08,13.43584147878295,5.870860927152318,False,False,False
GO_75,Mundo Novo,Goiás,-50.3999999999,-13.6799999999,0.0,0.0,0.0,0.0,0,0.0,1,0.0,0.1,0.0,81.0,27.6,True,True,True
GO_750,Serranópolis,Goiás,-52.1999999999,-17.9999999999,11.79257177771116,6.279751421998202,5.512820355712958,10.0,7,3.0,1,1.0,0.1,0.01,17.69056146485406,6.942857142857143,True,False,False
GO_752,Jataí,Goiás,-51.8399999999,-17.9999999999,82.99385942693327,72.47940088371797,10.514458543215303,319.0,262,57.0,4,8.0,0.4,0.08,16.59100103244714,9.423954372623575,False,False,False
GO_753,Jataí,Goiás,-51.6599999999,-17.9999999999,77.36861896588566,56.40974749387524,20.958871472010426,298.0,211,87.0,3,6.0,0.3,0.06,14.416863332575515,9.401421800947867,True,False,False
GO_759,Rio Verde,Goiás,-50.5799999999,-17.9999999999,6.8087481956537514,2.6245754937019825,4.184172701951769,18.0,9,9.0,2,2.0,0.2,0.02,14.233333333333333,5.800000000000001,True,False,False
GO_76,Mundo Novo,Goiás,-50.2199999999,-13.6799999999,43.13959346659322,28.15134214566117,14.988251320932047,123.0,75,48.0,4,8.0,0.4,0.08,18.407216027738173,7.68,False,False,False
GO_761,Turvelândia,Goiás,-50.2199999999,-17.9999999999,29.116040824199473,23.163475554735257,5.952565269464214,32.0,23,9.0,1,2.0,0.1,0.02,17.778908453812786,7.4913043478260875,True,False,False
GO_763,Goiatuba,Goiás,-49.8599999999,-17.9999999999,0.6292938315446219,0.6292938315446219,0.0,2.0,2,0.0,1,0.0,0.1,0.0,13.3,5.6,True,True,False
GO_767,Buriti Alegre,Goiás,-49.1399999999,-17.9999999999,34.18516948496844,30.94596097714691,3.239208507821534,38.0,31,7.0,4,2.0,0.4,0.02,26.108551063945296,8.332258064516129,False,False,False
GO_768,Buriti Alegre,Goiás,-48.9599999999,-17.9999999999,84.83861315762493,76.81599380948413,8.022619348140813,120.0,87,33.0,4,7.0,0.4,0.07,22.943445974824428,11.440229885057471,False,False,False
GO_769,Água Limpa,Goiás,-48.78,-18.0,37.66216445604923,37.66216445604923,0.0,25.0,25,0.0,3,0.0,0.3,0.0,25.449121474895275,13.192,True,False,False
GO_770,Caldas Novas,Goiás,-48.5999999999,-17.9999999999,3.251317690396941,3.251317690396941,0.0,5.0,5,0.0,4,0.0,0.4,0.0,24.4,8.78,False,True,False
GO_771,Corumbaíba,Goiás,-48.4199999999,-17.9999999999,70.90223389880542,57.090631023890715,13.811602874914701,270.0,199,71.0,4,8.0,0.4,0.08,15.756572601604018,10.906532663316584,False,False,False
GO_773,Catalão,Goiás,-48.0599999999,-17.9999999999,35.122232230454635,24.479928480394033,10.642303750060602,119.0,70,49.0,4,6.0,0.4,0.06,17.47040453294587,9.625714285714285,False,False,False
GO_774,Catalão,Goiás,-47.8799999999,-17.9999999999,12.357783338092764,8.708300189704188,3.6494831483885766,117.0,84,33.0,4,7.0,0.4,0.07,14.286732970697425,4.79047619047619,False,False,False
GO_776,Catalão,Goiás,-47.5199999999,-17.9999999999,2.2798355113157576,0.7130868870218114,1.5667486242939461,16.0,7,9.0,3,4.0,0.3,0.04,12.990332143217005,4.042857142857143,True,False,False
GO_779,Mineiros,Goiás,-52.9199999999,-18.1799999999,0.9292397317237959,0.14985009985879133,0.7793896318650045,4.0,1,3.0,1,3.0,0.1,0.03,10.1,3.2,True,True,False
GO_78,Bonópolis,Goiás,-49.8599999999,-13.6799999999,14.764308496232772,14.764308496232772,0.0,12.0,12,0.0,2,0.0,0.2,0.0,20.477331266963475,8.799999999999999,True,False,False
GO_780,Chapadão do Céu,Goiás,-52.7399999999,-18.1799999999,28.847378950405883,21.114439619730458,7.732939330675424,195.0,117,78.0,4,8.0,0.4,0.08,16.307906076114936,5.98034188034188,False,False,False
GO_781,Serranópolis,Goiás,-52.5599999999,-18.1799999999,42.761437773944266,29.955846084571437,12.805591689372827,367.0,244,123.0,4,8.0,0.4,0.08,13.538566804394462,6.070901639344262,False,False,False
GO_782,Serranópolis,Goiás,-52.3799999999,-18.1799999999,5.58055908773844,5.58055908773844,0.0,2.0,2,0.0,2,0.0,0.2,0.0,41.8115401366925,8.15,True,True,False
GO_783,Serranópolis,Goiás,-52.1999999999,-18.1799999999,15.730261406761626,15.730261406761626,0.0,4.0,4,0.0,3,0.0,0.3,0.0,40.075,14.175,True,True,False
GO_784,Serranópolis,Goiás,-52.0199999999,-18.1799999999,92.24354873881948,83.05011395480304,9.193434784016446,190.0,160,30.0,4,6.0,0.4,0.06,19.046819638482116,11.02375,False,False,False
GO_785,Serranópolis,Goiás,-51.8399999999,-18.1799999999,59.21678721726316,47.661367557694874,11.555419659568289,193.0,134,59.0,4,7.0,0.4,0.07,16.786103578402468,10.556716417910447,False,False,False
GO_786,Jataí,Goiás,-51.6599999999,-18.1799999999,30.205581281875887,23.23629435581819,6.969286926057698,83.0,57,26.0,2,4.0,0.2,0.04,14.626579958538796,7.842105263157895,True,False,False
GO_787,Jataí,Goiás,-51.4799999999,-18.1799999999,59.122189138947704,50.60842465969069,8.51376447925701,106.0,82,24.0,1,3.0,0.1,0.03,14.052454018969886,7.367073170731707,True,False,False
GO_788,Aparecida do Rio Doce,Goiás,-51.2999999999,-18.1799999999,70.43396743300158,53.50832805655539,16.925639376446192,295.0,217,78.0,4,8.0,0.4,0.08,14.991443917352893,10.17327188940092,False,False,False
GO_789,Rio Verde,Goiás,-51.1199999999,-18.1799999999,4.356707621058802,4.356707621058802,0.0,4.0,4,0.0,3,0.0,0.3,0.0,34.50687405831594,7.3,True,True,False
GO_79,Porangatu,Goiás,-49.6799999999,-13.6799999999,74.27268213440144,67.45987285783939,6.812809276562049,152.0,114,38.0,4,8.0,0.4,0.08,20.26060390597787,9.791228070175439,False,False,False
GO_790,Rio Verde,Goiás,-50.9399999999,-18.1799999999,91.29443928338821,80.4877473761616,10.806691907226615,173.0,147,26.0,3,4.0,0.3,0.04,18.087947637080973,11.333333333333334,True,False,False
GO_791,Rio Verde,Goiás,-50.7599999999,-18.1799999999,77.25498086924824,65.64458822329026,11.610392645957983,260.0,196,64.0,4,8.0,0.4,0.08,16.645245833315904,10.303571428571429,False,False,False
GO_792,Quirinópolis,Goiás,-50.5799999999,-18.1799999999,92.81076974675011,83.4499128754323,9.36085687131781,64.0,52,12.0,1,2.0,0.1,0.02,17.08714523498638,10.788461538461538,True,False,False
GO_793,Rio Verde,Goiás,-50.3999999999,-18.1799999999,123.95765257379603,111.59450007692531,12.363152496870713,295.0,226,69.0,4,8.0,0.4,0.08,18.495354096668123,11.60353982300885,False,False,False
GO_799,Panamá,Goiás,-49.3199999999,-18.1799999999,9.651953885051975,6.194829608822037,3.4571242762299392,16.0,12,4.0,2,2.0,0.2,0.02,22.718298655259332,8.63076923076923,True,False,False
GO_8,Campos Belos,Goiás,-46.4399999999,-12.9599999999,9.09412445969637,5.258015693449962,3.836108766246409,54.0,35,19.0,4,6.0,0.4,0.06,14.172642979223198,6.331428571428571,False,False,False
GO_80,Porangatu,Goiás,-49.4999999999,-13.6799999999,10.107930319194466,10.107930319194466,0.0,11.0,11,0.0,2,0.0,0.2,0.0,25.078949175668377,7.427272727272728,True,False,False
GO_802,Água Limpa,Goiás,-48.78,-18.18,64.23337941788103,60.2309067245152,4.002472693365826,44.0,23,21.0,3,7.0,0.3,0.07,32.1078112346366,12.58695652173913,True,False,False
GO_803,Corumbaíba,Goiás,-48.6,-18.18,46.191076833134794,31.68169934259965,14.509377490535146,122.0,77,45.0,3,5.0,0.3,0.05,15.235972113792219,8.705194805194804,True,False,False
GO_804,Corumbaíba,Goiás,-48.4199999999,-18.1799999999,17.142836480606007,11.224695045827747,5.918141434778258,125.0,80,45.0,4,8.0,0.4,0.08,14.250184997361126,6.44375,False,False,False
GO_805,Goiandira,Goiás,-48.2399999999,-18.1799999999,178.6561358409441,173.14870076467392,5.507435076270188,247.0,219,28.0,4,7.0,0.4,0.07,17.533663763207695,21.772602739726025,False,False,False
GO_806,Goiandira,Goiás,-48.0599999999,-18.1799999999,34.76450449146695,22.688729890250823,12.075774601216132,130.0,85,45.0,4,6.0,0.4,0.06,15.901749330131736,8.825882352941177,False,False,False
GO_807,Catalão,Goiás,-47.8799999999,-18.1799999999,17.26228494435058,14.851743773660697,2.4105411706898816,55.0,41,14.0,4,6.0,0.4,0.06,18.805109028784088,8.441463414634146,False,False,False
GO_808,Ouvidor,Goiás,-47.6999999999,-18.1799999999,3.733504101770905,3.733504101770905,0.0,5.0,5,0.0,2,0.0,0.2,0.0,20.72,8.96,True,True,False
GO_81,Porangatu,Goiás,-49.3199999999,-13.6799999999,2.063372584818428,2.063372584818428,0.0,1.0,1,0.0,1,0.0,0.1,0.0,22.2,10.3,True,True,False
GO_812,Serranópolis,Goiás,-52.3799999999,-18.3599999999,61.103165643712316,45.362652881484216,15.740512762228104,317.0,201,116.0,4,8.0,0.4,0.08,15.584999577051398,7.337810945273632,False,False,False
GO_813,Serranópolis,Goiás,-52.1999999999,-18.3599999999,35.89994579059463,25.626438721501163,10.273507069093462,231.0,128,103.0,4,8.0,0.4,0.08,14.823161513629614,6.88359375,False,False,False
GO_814,Serranópolis,Goiás,-52.0199999999,-18.3599999999,29.97650136399183,23.37982182591707,6.596679538074761,68.0,51,17.0,3,4.0,0.3,0.04,16.35447592313096,9.852941176470589,True,False,False
GO_816,Jataí,Goiás,-51.6599999999,-18.3599999999,78.60822388393449,70.35612398418223,8.252099899752253,203.0,157,46.0,4,7.0,0.4,0.07,17.944306265265986,11.875796178343949,False,False,False
GO_818,Caçu,Goiás,-51.2999999999,-18.3599999999,59.79477058452274,51.428464016707686,8.36630656781505,232.0,164,68.0,4,8.0,0.4,0.08,16.09508291075848,9.135975609756096,False,False,False
GO_819,Cachoeira Alta,Goiás,-51.1199999999,-18.3599999999,21.813855294275257,21.29852879826676,0.5153264960084966,20.0,19,1.0,4,1.0,0.4,0.01,27.336842105263155,9.036842105263156,False,False,False
GO_82,Mutunópolis,Goiás,-49.1399999999,-13.6799999999,41.534346063304376,30.371258455847585,11.16308760745679,201.0,133,68.0,4,8.0,0.4,0.08,14.519503759635192,9.31578947368421,False,False,False
GO_821,Quirinópolis,Goiás,-50.7599999999,-18.3599999999,35.16946098937068,29.94719914676734,5.222261842603337,70.0,55,15.0,3,5.0,0.3,0.05,19.419568472704864,9.26909090909091,True,False,False
GO_822,Quirinópolis,Goiás,-50.5799999999,-18.3599999999,10.274859207767538,7.243403983666183,3.031455224101354,79.0,50,29.0,4,8.0,0.4,0.08,15.070782556692269,6.046,False,False,False
GO_823,Quirinópolis,Goiás,-50.4,-18.36,69.87685916389815,65.1238604921934,4.75299867170475,165.0,134,31.0,4,8.0,0.4,0.08,18.766203760643137,10.869402985074627,False,False,False
