UA,mun,uf,lon_pc,lat_pc,Biomassa_Mg_ha,bio_Mg_ha_10,bio_Mg_ha_5,n_arvores_total,n_arvores_10,n_arvores_5,n_subunidades,n_subparcelas_5,area_ha_10,area_ha_5,dap_medio_10,ht_media_10,flag_subunidades_incompletas,flag_poucas_arvores,flag_biomassa_extrema
GO_459,Luziânia,Goiás,-48.0599999999,-16.1999999999,201.04370107901315,170.25180268138845,30.79189839762469,350.0,308,42.0,4,8.0,0.4,0.08,14.57018724531824,21.825974025974023,False,False,False
GO_46,Divinópolis de Goiás,Goiás,-46.4399999999,-13.3199999999,12.126581457704194,4.7717559980672215,7.354825459636974,32.0,17,15.0,2,3.0,0.2,0.03,13.976470588235294,6.388235294117647,True,False,False
GO_460,Luziânia,Goiás,-47.8799999999,-16.1999999999,3.884768832666104,0.22970202447400717,3.6550668081920965,2.0,1,1.0,1,1.0,0.1,0.01,10.7,5.3,True,True,False
GO_461,Luziânia,Goiás,-47.6999999999,-16.1999999999,10.180452276710158,6.484999035549623,3.6954532411605348,73.0,45,28.0,4,6.0,0.4,0.06,15.35950176780977,4.873333333333334,False,False,False
GO_462,Cristalina,Goiás,-47.5199999999,-16.1999999999,92.37213705446938,73.03442401034401,19.337713044125366,366.0,271,95.0,4,8.0,0.4,0.08,15.259658877976273,11.642066420664207,False,False,False
GO_463,Cristalina,Goiás,-47.3399999999,-16.1999999999,16.64456677966096,10.944551347203662,5.700015432457297,44.0,19,25.0,3,4.0,0.3,0.04,16.606895824046315,7.657894736842105,True,False,False
GO_464,Baliza,Goiás,-52.5599999999,-16.3799999999,14.434688326547702,12.663862092477167,1.7708262340705356,64.0,54,10.0,4,6.0,0.4,0.06,16.089810330287143,6.705555555555556,False,False,False
GO_465,Baliza,Goiás,-52.3799999999,-16.3799999999,31.744627112473285,24.98308067691126,6.761546435562026,250.0,191,59.0,4,8.0,0.4,0.08,14.42887672147298,5.936125654450262,False,False,False
GO_466,Bom Jardim de Goiás,Goiás,-52.1999999999,-16.3799999999,14.070651838558941,4.464179119397075,9.606472719161866,27.0,15,12.0,4,2.0,0.4,0.02,17.456788449452837,9.693333333333333,False,False,False
GO_468,Piranhas,Goiás,-51.8399999999,-16.3799999999,11.36589998630257,11.36589998630257,0.0,8.0,8,0.0,2,0.0,0.2,0.0,25.536405973031478,7.8625,True,True,False
GO_469,Piranhas,Goiás,-51.6599999999,-16.3799999999,66.33806932646628,66.33806932646628,0.0,22.0,22,0.0,2,0.0,0.2,0.0,33.48704639017644,11.463636363636363,True,False,False
GO_470,Arenópolis,Goiás,-51.4799999999,-16.3799999999,41.233493490891725,35.197003829480245,6.03648966141148,161.0,121,40.0,4,8.0,0.4,0.08,16.937011816414064,8.35206611570248,False,False,False
GO_471,Iporá,Goiás,-51.2999999999,-16.3799999999,0.915035935218559,0.915035935218559,0.0,2.0,2,0.0,1,0.0,0.1,0.0,14.2,5.45,True,True,False
GO_472,Iporá,Goiás,-51.1199999999,-16.3799999999,19.48586221414234,17.00374613991044,2.482116074231901,52.0,47,5.0,4,3.0,0.4,0.03,16.686619975982797,10.157446808510638,False,False,False
GO_473,Israelândia,Goiás,-50.9399999999,-16.3799999999,19.50018670271273,14.770617492127599,4.729569210585129,162.0,109,53.0,4,8.0,0.4,0.08,14.373813728849273,5.935779816513762,False,False,False
GO_474,Israelândia,Goiás,-50.7599999999,-16.3799999999,30.21866443229252,12.005822890714567,18.21284154157795,63.0,39,24.0,3,3.0,0.3,0.03,15.841816854580872,7.8358974358974365,True,False,False
GO_475,Córrego do Ouro,Goiás,-50.5799999999,-16.3799999999,5.106980908387555,5.106980908387555,0.0,3.0,3,0.0,2,0.0,0.2,0.0,33.166666666666664,8.4,True,True,False
GO_476,São Luís de Montes Belos,Goiás,-50.3999999999,-16.3799999999,0.6517384730730442,0.6517384730730442,0.0,1.0,1,0.0,1,0.0,0.1,0.0,16.0,6.9,True,True,False
GO_479,Anicuns,Goiás,-49.8599999999,-16.3799999999,34.080499506630176,32.235403184509636,1.84509632212054,37.0,35,2.0,2,1.0,0.2,0.01,20.235675704367495,10.177142857142856,True,False,False
GO_480,Araçu,Goiás,-49.6799999999,-16.3799999999,21.011055254424093,11.692018436008956,9.319036818415139,23.0,13,10.0,1,2.0,0.1,0.02,15.36059797118753,8.338461538461539,True,False,False
GO_482,Nova Veneza,Goiás,-49.3199999999,-16.3799999999,0.36692111068862204,0.36692111068862204,0.0,1.0,1,0.0,1,0.0,0.1,0.0,15.417522498767433,4.5,True,True,True
GO_487,Silvânia,Goiás,-48.4199999999,-16.3799999999,39.66578272023543,31.95777295393336,7.708009766302065,126.0,90,36.0,3,6.0,0.3,0.06,16.651435565696467,7.794444444444444,True,False,False
GO_488,Luziânia,Goiás,-48.2399999999,-16.3799999999,7.61654023153771,5.019963528074359,2.5965767034633513,53.0,33,20.0,3,6.0,0.3,0.06,14.94499827867398,4.7727272727272725,True,False,False
GO_489,Luziânia,Goiás,-48.0599999999,-16.3799999999,35.57510831568655,20.55921868312912,15.015889632557426,106.0,63,43.0,4,4.0,0.4,0.04,16.589397009862342,9.023809523809524,False,False,False
GO_490,Luziânia,Goiás,-47.8799999999,-16.3799999999,9.544108314834663,6.289525603892915,3.2545827109417487,71.0,47,24.0,4,7.0,0.4,0.07,14.46733742749971,5.419148936170212,False,False,False
GO_491,Luziânia,Goiás,-47.6999999999,-16.3799999999,8.086884848945363,6.478438247437619,1.6084466015077437,56.0,43,13.0,4,7.0,0.4,0.07,16.14698022108915,5.0813953488372094,False,False,False
GO_492,Cristalina,Goiás,-47.5199999999,-16.3799999999,2.0249846321899927,1.020836035506054,1.0041485966839387,2.0,1,1.0,1,1.0,0.1,0.01,21.41494805036893,6.1,True,True,False
GO_493,Doverlândia,Goiás,-52.5599999999,-16.5599999999,7.082027288513235,7.082027288513235,0.0,3.0,3,0.0,2,0.0,0.2,0.0,25.3148676424411,11.033333333333333,True,True,False
GO_494,Doverlândia,Goiás,-52.3799999999,-16.5599999999,27.77838807140547,27.77838807140547,0.0,15.0,15,0.0,3,0.0,0.3,0.0,24.630636478080547,11.04,True,False,False
GO_497,Piranhas,Goiás,-51.8399999999,-16.5599999999,31.49469302602654,24.044275037778572,7.450417988247968,40.0,24,16.0,4,3.0,0.4,0.03,23.45542894750523,11.9,False,False,False
GO_498,Piranhas,Goiás,-51.6599999999,-16.5599999999,25.01325584620291,23.449525760069793,1.563730086133118,37.0,32,5.0,4,3.0,0.4,0.03,22.144016381382905,10.034375,False,False,False
GO_499,Palestina de Goiás,Goiás,-51.4799999999,-16.5599999999,42.88442438844844,33.91729949357528,8.96712489487316,215.0,142,73.0,4,8.0,0.4,0.08,16.980415031562487,7.240140845070422,False,False,False
GO_5,Porangatu,Goiás,-49.1399999999,-12.9599999999,55.48693731152582,44.122867639808106,11.364069671717711,124.0,86,38.0,3,4.0,0.3,0.04,18.356115196903453,9.988372093023257,True,False,False
GO_50,São Miguel do Araguaia,Goiás,-50.2199999999,-13.4999999999,8.880927817966171,8.880927817966171,0.0,11.0,11,0.0,1,0.0,0.1,0.0,17.072727272727274,6.3,True,False,False
GO_500,Palestina de Goiás,Goiás,-51.2999999999,-16.5599999999,9.921150350386512,7.399648377147843,2.5215019732386685,22.0,5,17.0,3,4.0,0.3,0.04,28.059999999999995,9.3,True,False,False
GO_501,Amorinópolis,Goiás,-51.1199999999,-16.5599999999,36.40057629249647,26.180716526147712,10.219859766348753,82.0,59,23.0,3,4.0,0.3,0.04,19.48280970678862,10.256666666666666,True,False,False
GO_502,Ivolândia,Goiás,-50.9399999999,-16.5599999999,9.28062932546258,6.770270941033197,2.510358384429384,15.0,12,3.0,2,1.0,0.2,0.01,18.685463781783316,7.2,True,False,False
GO_503,Moiporá,Goiás,-50.7599999999,-16.5599999999,42.045031789496875,33.528330240115245,8.51670154938163,181.0,138,43.0,4,6.0,0.4,0.06,15.955644672119789,7.934782608695652,False,False,False
GO_504,Aurilândia,Goiás,-50.5799999999,-16.5599999999,20.091700570454606,4.328929441746286,15.762771128708321,7.0,6,1.0,4,1.0,0.4,0.01,28.62247634609106,8.533333333333333,False,True,False
GO_506,Turvânia,Goiás,-50.2199999999,-16.5599999999,11.952228480969152,11.952228480969152,0.0,8.0,8,0.0,1,0.0,0.1,0.0,22.60432500454725,6.2375,True,True,False
GO_507,Turvânia,Goiás,-50.0399999999,-16.5599999999,16.337445330880684,15.014725135130693,1.322720195749992,27.0,24,3.0,2,2.0,0.2,0.02,18.917041713765325,7.708333333333333,True,False,False
GO_508,Nazário,Goiás,-49.8599999999,-16.5599999999,26.488386816738316,19.294918795871784,7.193468020866532,68.0,53,15.0,3,4.0,0.3,0.04,16.206488934953466,9.19433962264151,True,False,False
GO_509,Santa Bárbara de Goiás,Goiás,-49.6799999999,-16.5599999999,96.49170929816269,81.58550505045238,14.906204247710306,174.0,120,54.0,4,8.0,0.4,0.08,18.267523512648076,13.989344262295083,False,False,False
GO_510,Trindade,Goiás,-49.4999999999,-16.5599999999,2.4255058494230033,2.4255058494230033,0.0,1.0,1,0.0,1,0.0,0.1,0.0,23.8,12.4,True,True,False
GO_512,Goianápolis,Goiás,-49.1399999999,-16.5599999999,5.7590865149336485,5.7590865149336485,0.0,3.0,3,0.0,1,0.0,0.1,0.0,25.51073585148713,8.766666666666667,True,True,False
GO_513,Leopoldo de Bulhões,Goiás,-48.9599999999,-16.5599999999,35.52356115416245,33.80546089958698,1.7181002545754664,3.0,2,1.0,2,1.0,0.2,0.01,72.36666666666667,19.400000000000002,True,True,False
GO_514,Silvânia,Goiás,-48.7799999999,-16.5599999999,59.037093188832046,46.44929523171139,12.58779795712066,62.0,39,23.0,3,4.0,0.3,0.04,25.58712845463906,9.53,True,False,False
GO_516,Silvânia,Goiás,-48.4199999999,-16.5599999999,50.024600748615725,39.12920483494052,10.895395913675202,99.0,71,28.0,2,4.0,0.2,0.04,15.157632421058818,9.678873239436621,True,False,False
GO_518,Luziânia,Goiás,-48.0599999999,-16.5599999999,7.90550163569301,4.305065565743819,3.600436069949192,70.0,46,24.0,4,5.0,0.4,0.05,13.880471338507263,4.815217391304348,False,False,False
GO_519,Luziânia,Goiás,-47.8799999999,-16.5599999999,57.02109024503845,49.74078776590652,7.280302479131937,182.0,138,44.0,4,8.0,0.4,0.08,16.914918605118075,9.989855072463767,False,False,False
GO_520,Cristalina,Goiás,-47.6999999999,-16.5599999999,84.10436515287181,68.61670990312315,15.48765524974866,235.0,171,64.0,3,6.0,0.3,0.06,16.77368738763865,8.750877192982456,True,False,False
GO_521,Cristalina,Goiás,-47.5199999999,-16.5599999999,13.461221801794844,5.42977673753993,8.031445064254914,66.0,17,49.0,3,5.0,0.3,0.05,16.773159257658733,7.464705882352941,True,False,False
GO_522,Doverlândia,Goiás,-52.7399999999,-16.7399999999,0.31051280368395506,0.31051280368395506,0.0,2.0,2,0.0,2,0.0,0.2,0.0,12.70651109898521,3.9499999999999997,True,True,True
GO_527,Caiapônia,Goiás,-51.8399999999,-16.7399999999,55.97384776238174,49.96363664172915,6.010211120652585,129.0,90,39.0,4,8.0,0.4,0.08,18.23885943656385,9.413333333333334,False,False,False
GO_529,Palestina de Goiás,Goiás,-51.4799999999,-16.7399999999,78.87988702991788,72.05065829204233,6.82922873787556,162.0,127,35.0,4,7.0,0.4,0.07,18.602705314429517,11.740157480314961,False,False,False
GO_53,Bonópolis,Goiás,-49.6799999999,-13.4999999999,32.89795067217086,25.082887134458712,7.815063537712146,91.0,60,31.0,3,5.0,0.3,0.05,17.58451205600742,8.426666666666668,True,False,False
GO_530,Palestina de Goiás,Goiás,-51.2999999999,-16.7399999999,2.606676190057161,2.606676190057161,0.0,2.0,2,0.0,1,0.0,0.1,0.0,22.287462571173176,5.5,True,True,False
GO_531,Ivolândia,Goiás,-51.1199999999,-16.7399999999,45.213737351808845,34.81403050341071,10.399706848398132,48.0,27,21.0,2,3.0,0.2,0.03,18.175709145316826,8.055555555555555,True,False,False
GO_533,Cachoeira de Goiás,Goiás,-50.7599999999,-16.7399999999,25.028862333347035,17.480079005119755,7.548783328227279,199.0,116,83.0,4,8.0,0.4,0.08,14.890929083475323,6.097413793103448,False,False,False
GO_534,Aurilândia,Goiás,-50.5799999999,-16.7399999999,28.195336736349546,21.996708723197333,6.198628013152213,123.0,88,35.0,4,5.0,0.4,0.05,16.78103172706635,7.990909090909091,False,False,False
GO_535,São João da Paraúna,Goiás,-50.3999999999,-16.7399999999,36.29581645865292,32.843195847849344,3.452620610803577,67.0,44,23.0,4,6.0,0.4,0.06,23.283287077038263,7.829545454545454,False,False,False
GO_538,Palmeiras de Goiás,Goiás,-49.8599999999,-16.7399999999,1.1006979136172779,1.1006979136172779,0.0,1.0,1,0.0,1,0.0,0.1,0.0,24.2,4.3,True,True,False
GO_539,Campestre de Goiás,Goiás,-49.6799999999,-16.7399999999,2.050242716869226,1.6742558470076336,0.3759868698615924,7.0,6,1.0,4,1.0,0.4,0.01,18.366666666666667,6.116666666666667,False,True,False
GO_540,Trindade,Goiás,-49.4999999999,-16.7399999999,13.92140687827295,11.155987832899658,2.7654190453732914,45.0,30,15.0,4,6.0,0.4,0.06,18.040000000000003,8.473333333333334,False,False,False
GO_541,Goiânia,Goiás,-49.3199999999,-16.7399999999,175.8531514029366,167.31394561666923,8.539205786267354,221.0,180,41.0,4,8.0,0.4,0.08,23.335189630971474,14.037016574585634,False,False,False
GO_542,Senador Canedo,Goiás,-49.1399999999,-16.7399999999,311.10731796250855,306.72343862765933,4.3838793348492295,59.0,48,11.0,2,3.0,0.2,0.03,34.835912632177674,25.63888888888889,True,False,True
GO_543,Caldazinha,Goiás,-48.9599999999,-16.7399999999,16.588731609758696,13.612872505616808,2.9758591041418896,26.0,21,5.0,2,2.0,0.2,0.02,19.48718821544288,6.619047619047619,True,False,False
GO_545,Silvânia,Goiás,-48.5999999999,-16.7399999999,217.5656025849656,210.0297381509886,7.535864433976984,196.0,177,19.0,2,4.0,0.2,0.04,19.187474427528834,13.532768361581923,True,False,False
GO_547,Orizona,Goiás,-48.2399999999,-16.7399999999,76.94960034643657,58.865693499881765,18.08390684655481,107.0,61,46.0,2,3.0,0.2,0.03,20.166222204888946,9.68360655737705,True,False,False
GO_548,Luziânia,Goiás,-48.0599999999,-16.7399999999,39.45154620934582,29.1610103696533,10.29053583969252,171.0,112,59.0,4,7.0,0.4,0.07,15.697381214839043,7.900892857142857,False,False,False
GO_549,Cristalina,Goiás,-47.8799999999,-16.7399999999,1.9590106409982606,1.106653407834091,0.8523572331641696,7.0,4,3.0,2,3.0,0.2,0.03,16.003625580845963,4.65,True,True,False
GO_55,Porangatu,Goiás,-49.3199999999,-13.4999999999,10.356027182313177,1.6606589842574564,8.695368198055721,6.0,4,2.0,2,1.0,0.2,0.01,13.976005630885806,9.85,True,True,False
GO_550,Cristalina,Goiás,-47.6999999999,-16.7399999999,8.555669146843922,5.142957316779031,3.4127118300648904,56.0,33,23.0,4,6.0,0.4,0.06,15.223462779374847,5.454545454545454,False,False,False
GO_553,Santa Rita do Araguaia,Goiás,-52.9199999999,-16.9199999999,24.21297703231387,21.698376102479003,2.5146009298348653,20.0,17,3.0,1,1.0,0.1,0.01,20.15299489546874,7.652941176470588,True,False,False
GO_556,Doverlândia,Goiás,-52.3799999999,-16.9199999999,27.496177418796808,22.942959173458586,4.553218245338223,47.0,44,3.0,2,1.0,0.2,0.01,17.858548709959017,7.1863636363636365,True,False,False
GO_558,Caiapônia,Goiás,-52.0199999999,-16.9199999999,13.570982306675646,6.025703056607703,7.545279250067944,83.0,48,35.0,4,5.0,0.4,0.05,14.404901351676598,5.347916666666666,False,False,False
GO_559,Caiapônia,Goiás,-51.8399999999,-16.9199999999,106.17047186932278,91.27724944295214,14.893222426370636,275.0,196,79.0,4,8.0,0.4,0.08,18.163533050721156,11.07091836734694,False,False,False
GO_56,Porangatu,Goiás,-49.1399999999,-13.4999999999,8.652419779388921,8.652419779388921,0.0,3.0,3,0.0,2,0.0,0.2,0.0,34.699999999999996,12.433333333333332,True,True,False
GO_560,Caiapônia,Goiás,-51.6599999999,-16.9199999999,14.786849732216002,5.560095564459627,9.226754167756376,85.0,39,46.0,3,5.0,0.3,0.05,13.702156765441092,5.371794871794871,True,False,False
GO_561,Caiapônia,Goiás,-51.4799999999,-16.9199999999,19.660249984855213,10.380095709411266,9.280154275443948,93.0,53,40.0,4,6.0,0.4,0.06,15.286628039362327,7.377358490566038,False,False,False
GO_563,Caiapônia,Goiás,-51.1199999999,-16.9199999999,4.876682703909723,4.876682703909723,0.0,4.0,4,0.0,1,0.0,0.1,0.0,23.180293193201784,5.875,True,True,False
GO_564,Paraúna,Goiás,-50.9399999999,-16.9199999999,70.47221637039081,62.3593746975448,8.112841672846004,130.0,101,29.0,3,5.0,0.3,0.05,18.91439001181508,10.781188118811881,True,False,False
GO_565,Paraúna,Goiás,-50.7599999999,-16.9199999999,6.3218485305661165,6.3218485305661165,0.0,1.0,1,0.0,1,0.0,0.1,0.0,36.5,12.0,True,True,False
GO_566,Paraúna,Goiás,-50.5799999999,-16.9199999999,208.589555534124,205.82936507878622,2.7601904553377734,122.0,120,2.0,2,2.0,0.2,0.02,18.578333333333333,23.61916666666667,True,False,False
GO_567,Paraúna,Goiás,-50.3999999999,-16.9199999999,108.20309627907284,101.25804609057974,6.945050188493101,162.0,133,29.0,3,5.0,0.3,0.05,18.228400931484973,10.60451127819549,True,False,False
GO_568,Jandaia,Goiás,-50.2199999999,-16.9199999999,19.079272350750696,15.430532617309835,3.648739733440861,14.0,11,3.0,2,1.0,0.2,0.01,29.020955464328345,6.472727272727273,True,False,False
GO_570,Palmeiras de Goiás,Goiás,-49.8599999999,-16.9199999999,42.36281381669348,28.525578438233623,13.83723537845986,115.0,74,41.0,3,4.0,0.3,0.04,16.555834838368952,8.877027027027026,True,False,False
GO_572,Guapó,Goiás,-49.4999999999,-16.9199999999,31.25175083580432,31.25175083580432,0.0,11.0,11,0.0,4,0.0,0.4,0.0,42.80721993143247,12.80909090909091,False,False,False
GO_573,Hidrolândia,Goiás,-49.3199999999,-16.9199999999,27.84376770134294,21.049325534504565,6.794442166838377,47.0,41,6.0,3,2.0,0.3,0.02,19.184540938167864,8.451219512195122,True,False,False
GO_574,Hidrolândia,Goiás,-49.1399999999,-16.9199999999,37.79357300733076,27.71401133498891,10.079561672341844,177.0,128,49.0,3,6.0,0.3,0.06,14.881972735105562,6.60546875,True,False,False
GO_575,Bela Vista de Goiás,Goiás,-48.9599999999,-16.9199999999,41.77845479513566,35.21476404778224,6.563690747353416,126.0,99,27.0,3,6.0,0.3,0.06,16.588292878489774,8.71111111111111,True,False,False
GO_576,São Miguel do Passa Quatro,Goiás,-48.7799999999,-16.9199999999,15.522549386068984,9.891044441106201,5.631504944962784,84.0,52,32.0,4,6.0,0.4,0.06,14.555301100441001,6.278846153846154,False,False,False
GO_577,Silvânia,Goiás,-48.5999999999,-16.9199999999,41.62241803260314,32.51072983224262,9.111688200360524,135.0,87,48.0,4,7.0,0.4,0.07,17.13402502512971,9.510344827586207,False,False,False
GO_578,Vianópolis,Goiás,-48.4199999999,-16.9199999999,50.16864325129362,37.63512034654483,12.533522904748784,194.0,142,52.0,3,6.0,0.3,0.06,14.076067369245823,8.46830985915493,True,False,False
GO_579,Orizona,Goiás,-48.2399999999,-16.9199999999,3.751629638976983,3.751629638976983,0.0,3.0,3,0.0,3,0.0,0.3,0.0,43.675000000000004,12.275,True,True,False
GO_580,Luziânia,Goiás,-48.0599999999,-16.9199999999,7.077889169678704,3.818579914585139,3.259309255093565,23.0,15,8.0,4,2.0,0.4,0.02,18.757487228615712,5.906666666666666,False,False,False
GO_581,Cristalina,Goiás,-47.8799999999,-16.9199999999,9.03438360192027,6.042720904786379,2.9916626971338904,81.0,50,31.0,4,8.0,0.4,0.08,13.362808550960334,5.57,False,False,False
GO_583,Cristalina,Goiás,-47.5199999999,-16.9199999999,10.751126875166008,4.317006899684388,6.434119975481621,22.0,15,7.0,2,1.0,0.2,0.01,14.637492791212562,5.546666666666667,True,False,False
GO_585,Mineiros,Goiás,-52.9199999999,-17.0999999999,8.5120210050389,5.369567968264165,3.142453036774736,39.0,27,12.0,2,3.0,0.2,0.03,13.889272688140178,5.018518518518518,True,False,False
GO_586,Mineiros,Goiás,-52.7399999999,-17.0999999999,31.85107312427312,25.771734994173542,6.079338130099577,127.0,87,40.0,4,8.0,0.4,0.08,16.902903634005916,7.802298850574712,False,False,False
GO_587,Mineiros,Goiás,-52.5599999999,-17.0999999999,20.22256460261783,15.7552914853812,4.467273117236628,7.0,4,3.0,3,1.0,0.3,0.01,32.6,13.075,True,True,False
GO_588,Caiapônia,Goiás,-52.3799999999,-17.0999999999,32.71800851807654,25.344399917288964,7.373608600787574,20.0,12,8.0,1,2.0,0.1,0.02,24.668400512179364,8.375,True,False,False
GO_589,Caiapônia,Goiás,-52.1999999999,-17.0999999999,24.27827374412,12.278023778848603,12.000249965271395,190.0,109,81.0,4,8.0,0.4,0.08,12.755220181251222,6.453211009174312,False,False,False
GO_59,Trombas,Goiás,-48.5999999999,-13.4999999999,16.817571337901704,14.264887618778413,2.5526837191232903,90.0,77,13.0,4,4.0,0.4,0.04,15.820998172266382,6.685714285714285,False,False,False
GO_590,Caiapônia,Goiás,-52.0199999999,-17.0999999999,38.60041330886456,25.726735631967944,12.87367767689662,137.0,98,39.0,4,4.0,0.4,0.04,15.502241304954625,8.41326530612245,False,False,False
GO_591,Caiapônia,Goiás,-51.8399999999,-17.0999999999,4.301322458414633,1.7943275295564725,2.5069949288581603,44.0,27,17.0,3,5.0,0.3,0.05,12.584414255707408,3.740740740740741,True,False,False
GO_592,Caiapônia,Goiás,-51.6599999999,-17.0999999999,3.7382596038017697,1.0883931921100292,2.6498664116917405,13.0,6,7.0,2,2.0,0.2,0.02,13.016666666666666,5.533333333333334,True,False,False
GO_596,Rio Verde,Goiás,-50.9399999999,-17.0999999999,0.18028165711910238,0.18028165711910238,0.0,1.0,1,0.0,1,0.0,0.1,0.0,11.8,3.4,True,True,True
GO_598,Paraúna,Goiás,-50.5799999999,-17.0999999999,58.51955580346331,53.58852553490452,4.931030268558795,164.0,135,29.0,4,7.0,0.4,0.07,17.394292723438543,10.108148148148148,False,False,False
GO_599,Paraúna,Goiás,-50.3999999999,-17.0999999999,36.00355181276125,31.329571882405094,4.673979930356156,116.0,80,36.0,4,6.0,0.4,0.06,18.79749672843655,9.2575,False,False,False
GO_6,Porangatu,Goiás,-48.9599999999,-12.9599999999,30.504051784734234,24.96768371416769,5.536368070566543,121.0,74,47.0,4,7.0,0.4,0.07,15.820609534440342,7.802702702702702,False,False,False
GO_60,Minaçu,Goiás,-48.4199999999,-13.4999999999,30.811015008689147,23.081822902379308,7.729192106309837,67.0,57,10.0,4,2.0,0.4,0.02,17.24728050373476,11.777192982456139,False,False,False
GO_600,Jandaia,Goiás,-50.2199999999,-17.0999999999,24.56859067072986,19.903263980331957,4.6653266903979045,4.0,2,2.0,1,1.0,0.1,0.01,37.220784278253035,10.7,True,True,False
GO_603,Varjão,Goiás,-49.6799999999,-17.0999999999,41.59138316761475,39.684401693028285,1.906981474586467,58.0,53,5.0,4,3.0,0.4,0.03,22.870406929272804,11.450943396226414,False,False,False
GO_604,Varjão,Goiás,-49.4999999999,-17.0999999999,4.1739926202311235,4.1739926202311235,0.0,5.0,5,0.0,3,0.0,0.3,0.0,20.72,7.94,True,True,False
GO_605,Hidrolândia,Goiás,-49.3199999999,-17.0999999999,25.196686443658404,23.61223074184646,1.5844557018119425,38.0,34,4.0,2,2.0,0.2,0.02,20.622857142857143,8.6,True,False,False
GO_606,Hidrolândia,Goiás,-49.1399999999,-17.0999999999,44.4427570534499,37.02949491240016,7.413262141049744,129.0,106,23.0,4,4.0,0.4,0.04,17.951814419122616,9.449056603773585,False,False,False
GO_607,Piracanjuba,Goiás,-48.9599999999,-17.0999999999,1.0070304028962445,1.0070304028962445,0.0,2.0,2,0.0,1,0.0,0.1,0.0,14.75,5.9,True,True,False
GO_608,Bela Vista de Goiás,Goiás,-48.7799999999,-17.0999999999,64.26978558668804,46.540982902120014,17.728802684568038,301.0,195,106.0,4,8.0,0.4,0.08,14.612202742671425,10.294871794871796,False,False,False
GO_609,São Miguel do Passa Quatro,Goiás,-48.5999999999,-17.0999999999,77.31579177091307,69.60199408891896,7.713797681994106,104.0,73,31.0,4,5.0,0.4,0.05,23.183164482947788,11.122666666666667,False,False,False
GO_61,Minaçu,Goiás,-48.2399999999,-13.4999999999,78.79041549656988,68.06228631681232,10.728129179757564,197.0,146,51.0,4,8.0,0.4,0.08,17.62915683298086,10.886301369863014,False,False,False
GO_611,Orizona,Goiás,-48.2399999999,-17.0999999999,83.02405143055763,73.13164901080593,9.892402419751704,174.0,132,42.0,3,6.0,0.3,0.06,16.636714137248592,10.99090909090909,True,False,False
GO_612,Orizona,Goiás,-48.0599999999,-17.0999999999,10.96411200749395,10.96411200749395,0.0,7.0,7,0.0,3,0.0,0.3,0.0,30.049997206372677,9.928571428571429,True,True,False
GO_613,Ipameri,Goiás,-47.8799999999,-17.0999999999,43.60788980852509,37.38495470134953,6.222935107175558,23.0,14,9.0,3,2.0,0.3,0.02,35.75090650059002,10.821428571428571,True,False,False
GO_616,Cristalina,Goiás,-47.3399999999,-17.0999999999,0.24909660539893227,0.24909660539893227,0.0,1.0,1,0.0,1,0.0,0.1,0.0,11.6,4.9,True,True,True
GO_618,Santa Rita do Araguaia,Goiás,-52.9199999999,-17.2799999999,35.41567788778461,31.163389757995848,4.25228812978876,140.0,117,23.0,4,5.0,0.4,0.05,16.655943624388946,9.196581196581196,False,False,False
GO_62,Cavalcante,Goiás,-48.0599999999,-13.4999999999,24.479987811420287,14.690272341363166,9.789715470057123,103.0,75,28.0,4,4.0,0.4,0.04,15.791355641370343,7.905333333333333,False,False,False
GO_620,Mineiros,Goiás,-52.5599999999,-17.2799999999,20.43033806054152,19.858159200311434,0.5721788602300868,16.0,15,1.0,4,1.0,0.4,0.01,35.51558333763324,8.713333333333333,False,False,False
GO_622,Caiapônia,Goiás,-52.1999999999,-17.2799999999,33.23018552015957,24.966592782802323,8.26359273735725,148.0,109,39.0,4,7.0,0.4,0.07,15.5463566634,8.23302752293578,False,False,False
GO_623,Caiapônia,Goiás,-52.0199999999,-17.2799999999,19.20972357974547,12.349416766585595,6.860306813159875,143.0,77,66.0,4,8.0,0.4,0.08,15.306568322294341,6.124675324675325,False,False,False
GO_624,Caiapônia,Goiás,-51.8399999999,-17.2799999999,20.965307696186233,15.663951702023203,5.30135599416303,66.0,42,24.0,4,5.0,0.4,0.05,18.62212890834567,7.976190476190476,False,False,False
GO_628,Rio Verde,Goiás,-51.1199999999,-17.2799999999,60.359197210298206,47.51108711659849,12.848110093699717,136.0,88,48.0,3,6.0,0.3,0.06,18.425553921513497,10.545454545454545,True,False,False
GO_63,Cavalcante,Goiás,-47.8799999999,-13.4999999999,17.54028552868115,14.78803357460784,2.7522519540733095,41.0,33,8.0,3,3.0,0.3,0.03,17.312770329756006,8.136363636363637,True,False,False
GO_630,Rio Verde,Goiás,-50.7599999999,-17.2799999999,8.377574788994025,8.377574788994025,0.0,3.0,3,0.0,1,0.0,0.1,0.0,23.933333333333337,9.966666666666667,True,True,False
GO_635,Edéia,Goiás,-49.8599999999,-17.2799999999,54.05796541012985,47.23075587478495,6.827209535344908,215.0,184,31.0,4,5.0,0.4,0.05,17.09849999701572,7.672826086956522,False,False,False
GO_637,Mairipotaba,Goiás,-49.4999999999,-17.2799999999,22.511847988209702,22.511847988209702,0.0,25.0,25,0.0,3,0.0,0.3,0.0,25.42835427313038,9.924,True,False,False
