system:index,B11_seca,B12_seca,B2_seca,B3_seca,B4_seca,B8_seca,Biomassa_M,EVI_seca,HV_dB,MSI_seca,NBR_seca,NDVI_RE_seca,NDVI_seca,NDWI_seca,UA,VH_dB,VV_dB,area_ha_10,area_ha_5,bio_Mg_h_1,bio_Mg_ha_,canopy_height,canopy_height_sd,clay_pct,dap_medio_,elevation,flag_bioma,flag_pouca,flag_subun,ht_media_1,lat_pc,lon_pc,mapbiomas_2018,mun,n_arvore_1,n_arvore_2,n_arvores_,n_subparce,n_subunida,slope,uf,.geo
0000000000000000028c,0.14416009168838084,0.07044972413486394,0.013850436506672332,0.03202311848554645,0.020054161186468248,0.2610852668623716,56.98092485338319,0.46963552621860993,-6.161344974193838,0.5660099819723642,0.5692859221254247,0.857396870095566,0.857396870095566,-0.7818346865852,GO_90,-16.11439598570458,-9.953050999070655,0.3,0.05,3.687732205723849,53.293192647659346,13.537944929482876,6.729916825954435,35.74675827865889,19.532046271411343,757.5732809836234,false,false,true,9.577777777777778,-13.6799999999,-47.6999999999,3.115927054812213,Cavalcante,72,15.0,87.0,5.0,3,9.315853252313339,Goiás,"{""type"":""Polygon"",""coordinates"":[[[-47.69999834824548,-13.679550373851121],[-47.700127692466225,-13.67956828156082],[-47.700246740942184,-13.679620579244013],[-47.70034601745263,-13.679703104026084],[-47.700417619596244,-13.679809286961964],[-47.70045584781942,-13.679930675915553],[-47.70045765910798,-13.68005760834178],[-47.70042290922591,-13.680179980420283],[-47.70035436421445,-13.680288051319296],[-47.700257480230704,-13.68037321857032],[-47.70013996924551,-13.680428702832385],[-47.7000111851688,-13.680450087536284],[-47.69988137926729,-13.68043567045031],[-47.69976088414673,-13.680386599180807],[-47.69965929125902,-13.680306779820738],[-47.699584687410045,-13.680202566018469],[-47.699543011046195,-13.680082253218837],[-47.69953757956025,-13.679955418337574],[-47.699568825241215,-13.67983215743355],[-47.699634260881986,-13.679722282061757],[-47.69972867777693,-13.679634538277579],[-47.69984456034376,-13.679575910458347],[-47.69997268436311,-13.679551065355593],[-47.69999834824548,-13.679550373851121]]]}"
00000000000000000006,0.23230552759555081,0.11782236225105099,0.028530874890185177,0.056099267398734255,0.056825409194442525,0.2600770631490215,32.439903452140435,0.3701427850584832,-5.610623805298345,0.9010861176921475,0.37965150116259044,0.6477390183679518,0.6477390183679518,-0.6459095857281839,GO_108,-16.388660106092882,-10.778036299133301,0.3,0.06,8.091214567246642,24.348688884893793,1.5169548387096774,5.6410838709677416,26.0,17.505309653367526,360.3522580645161,false,false,true,7.733333333333333,-13.8599999999,-49.1399999999,11.93305806451613,Estrela do Norte,42,36.0,78.0,6.0,3,2.5384601358229113,Goiás,"{""type"":""Polygon"",""coordinates"":[[[-49.139998146940016,-13.85955090607557],[-49.14012759077904,-13.859568813784808],[-49.140246730944455,-13.859621111466767],[-49.140346083917606,-13.859703636247215],[-49.14041774121087,-13.859809819181587],[-49.14045599888041,-13.85993120813426],[-49.14045781156742,-13.860058140560442],[-49.14042303492373,-13.860180512639785],[-49.140354437120116,-13.860288583540266],[-49.140257478515544,-13.860373750792924],[-49.14013987702074,-13.860429235056282],[-49.140010993750735,-13.860450619760728],[-49.139881087868815,-13.86043620267438],[-49.13976049993998,-13.860387131403707],[-49.139658828804244,-13.860307312042034],[-49.139584167496224,-13.860203098238225],[-49.13954245903574,-13.860082785437598],[-49.13953702336981,-13.859955950556197],[-49.139568293119346,-13.859832689652935],[-49.13963377916065,-13.859722814282566],[-49.13972826877577,-13.859635070500032],[-49.139844240593945,-13.859576442682144],[-49.13997246329188,-13.859551597580023],[-49.139998146940016,-13.85955090607557]]]}"
00000000000000000031,0.12357598104845689,0.054272299346113106,0.009875661330082447,0.0250479967679579,0.014138121985908306,0.2399042851641641,99.46586194493453,0.450121082488069,-5.606044087446611,0.5226925954192713,0.6273767922025775,0.8885633579563325,0.8885633579563325,-0.8118113157877405,GO_141_Q24,-16.86328867860806,-11.257244606639652,0.3,0.06,4.513969296697349,94.95189264823718,14.002990769865425,5.0,34.00185633991648,20.63019129823132,947.4645490640952,false,false,true,10.124799999999999,-14.05125,-47.71125,3.0,Cavalcante,124,16.0,140.0,6.0,3,16.674928223460384,Goiás,"{""type"":""Polygon"",""coordinates"":[[[-47.711248660203324,-14.050801750257863],[-47.7113782114573,-14.050819657966613],[-47.7114974504883,-14.050871955647262],[-47.711596885908534,-14.050954480425979],[-47.71166860266774,-14.051060663358752],[-47.711706892088245,-14.051182052310445],[-47.711708706283105,-14.051308984736577],[-47.71167390078325,-14.051431356816815],[-47.71160524605566,-14.051539427718863],[-47.71150820699004,-14.05162459497326],[-47.71139050790192,-14.051680079237991],[-47.71126151767527,-14.051701463943019],[-47.711131503987986,-14.051687046856278],[-47.71101081598724,-14.051637975584356],[-47.710909060479395,-14.051558156220972],[-47.710834337215246,-14.051453942415522],[-47.71079259414605,-14.051333629613838],[-47.71078715397296,-14.051206794732293],[-47.71081844967475,-14.051083533829845],[-47.71088399006116,-14.050973658460993],[-47.71097855808793,-14.050885914680201],[-47.71109462614276,-14.050827286863749],[-47.711222955242434,-14.0508024417623],[-47.711248660203324,-14.050801750257863]]]}"
00000000000000000054,0.18061745767524096,0.08472236360237984,0.022821852982786328,0.0467183646059401,0.03703644057856638,0.24242540266507445,39.681095404289316,0.39662141439387305,-5.61629966160746,0.7492877127134421,0.4811394249243637,0.7377024525995814,0.7377024525995814,-0.6784299670307777,GO_176,-12.854583646228143,-7.238283914558278,0.3,0.06,17.21880826883924,22.462287135450076,0.5263049415159479,7.426495594373164,32.01844695213067,14.783593227607943,767.354047508631,false,false,true,9.02235294117647,-14.2199999999,-46.4399999999,21.0,Posse,85,67.0,152.0,6.0,3,17.973250359319838,Goiás,"{""type"":""Polygon"",""coordinates"":[[[-46.439999081775376,-14.219551970524472],[-46.44012872915563,-14.21956987823279],[-46.440248056662014,-14.219622175912273],[-46.44034756586463,-14.219704700689467],[-46.44041933584021,-14.219810883620822],[-46.440457653674784,-14.219932272571649],[-46.440459469219,-14.220059204997737],[-46.44042463789558,-14.220181577078773],[-46.440355932226396,-14.220289647982197],[-46.44025882115574,-14.220374815238133],[-46.440141034730814,-14.220430299504082],[-46.44001194878812,-14.22045168420962],[-46.43988183862525,-14.220437267122529],[-46.43976106106962,-14.220388195849507],[-46.4396592300567,-14.22030837648461],[-46.43958445134766,-14.220204162677714],[-46.4395426773069,-14.220083849875094],[-46.43953723310028,-14.219957014993419],[-46.43956855202687,-14.219833754091688],[-46.439634141047,-14.219723878724176],[-46.4397287792448,-14.219636134944931],[-46.43984493342237,-14.219577507129744],[-46.43997335774158,-14.219552662028889],[-46.439999081775376,-14.219551970524472]]]}"
00000000000000000094,0.21278795069366374,0.09856949104028219,0.024500444655805288,0.051153596536941265,0.039440792767778024,0.3025041703631085,62.05816715982725,0.48476573214840607,-6.288852421075988,0.7039031187683071,0.5096460226897387,0.7709110465825403,0.7709110465825403,-0.7116759007907947,GO_243,-12.87016001415542,-6.581307574043183,0.3,0.06,6.385071098746703,55.67309606108054,7.163386939320763,7.837383753789242,31.0,17.086716780716912,718.7202897806093,false,false,true,11.815384615384616,-14.7599999999,-49.4999999999,6.990494784976623,Hidrolina,91,37.0,128.0,6.0,3,18.122031743789954,Goiás,"{""type"":""Polygon"",""coordinates"":[[[-49.499999211388925,-14.75954910809677],[-49.50012917492177,-14.759567015803698],[-49.50024879341743,-14.75961931347946],[-49.500348545284915,-14.759701838251752],[-49.500420490285265,-14.759808021178552],[-49.5004589015715,-14.759929410126608],[-49.50046072155342,-14.760056342552557],[-49.50042580529798,-14.760178714636137],[-49.50035693208546,-14.760286785543995],[-49.50025958419547,-14.760371952804867],[-49.500141510526284,-14.760427437074716],[-49.500012109780606,-14.760448821781901],[-49.49988168231674,-14.760434404693692],[-49.49976061022172,-14.76038533341713],[-49.499658530878136,-14.760305514047385],[-49.49958356981482,-14.760201300235833],[-49.49954169391065,-14.760080987430216],[-49.49953623643783,-14.759954152548133],[-49.499567631748896,-14.759830891648702],[-49.49963338072172,-14.759721016285495],[-49.49972824970694,-14.759633272511204],[-49.49984468713608,-14.759574644700084],[-49.499973424625665,-14.75954979960113],[-49.499999211388925,-14.75954910809677]]]}"
00000000000000000098,0.38062642307509,0.2743548571146144,0.07494996664912101,0.10279952187429359,0.13404783671000628,0.2500714813403827,65.0551501755384,0.20186695082769826,-7.0196313395430865,1.5182299913277542,-0.01528201218268342,0.3384341867800931,0.3384341867800931,-0.43569073581473816,GO_248,-21.810139407908697,-14.790507993388907,0.3,0.06,8.266277923976874,56.78887225156153,2.5411335491495817,4.48825856841889,26.53435075278762,19.038642909673595,532.8855146189815,false,false,true,12.18507462686567,-14.7599999999,-48.5999999999,27.281177740095576,Niquelândia,67,33.0,100.0,6.0,3,1.6948914756222866,Goiás,"{""type"":""Polygon"",""coordinates"":[[[-48.60000100936774,-14.759549108096767],[-48.60013097290057,-14.759567015803698],[-48.60025059139623,-14.759619313479456],[-48.60035034326372,-14.759701838251749],[-48.60042228826407,-14.759808021178552],[-48.60046069955031,-14.759929410126608],[-48.600462519532236,-14.760056342552556],[-48.60042760327679,-14.760178714636137],[-48.60035873006427,-14.760286785543993],[-48.600261382174274,-14.760371952804865],[-48.600143308505096,-14.760427437074712],[-48.600013907759404,-14.760448821781905],[-48.59988348029555,-14.760434404693688],[-48.599762408200526,-14.760385333417128],[-48.59966032885694,-14.760305514047381],[-48.59958536779363,-14.760201300235833],[-48.599543491889456,-14.760080987430213],[-48.59953803441663,-14.759954152548131],[-48.599569429727694,-14.759830891648702],[-48.599635178700524,-14.759721016285491],[-48.59973004768574,-14.759633272511204],[-48.599846485114895,-14.759574644700084],[-48.59997522260448,-14.759549799601128],[-48.60000100936774,-14.759549108096767]]]}"
000000000000000000bb,0.17924999536475975,0.09737345580225792,0.03374680442328219,0.049737872126525626,0.04367439411083347,0.2252748097581846,10.9820955712236,0.36659218618451195,-6.921670426798551,0.795484216186912,0.4020660825624481,0.6786020403616971,0.6786020403616971,-0.639127668710827,GO_287,-12.12926292385164,-5.2075925244649515,0.3,0.06,2.73870964581091,8.243385925412689,0.6936858316221766,7.108264887063652,37.00420944558524,14.235578010882168,983.6979466119096,false,false,true,4.259016393442623,-14.9399999999,-46.6199999999,4.0,Flores de Goiás,61,19.0,80.0,6.0,3,15.970864452547119,Goiás,"{""type"":""Polygon"",""coordinates"":[[[-46.61999961399982,-14.939549640321218],[-46.62012968583168,-14.939567548027684],[-46.62024940400655,-14.9396198457022],[-46.62034923899957,-14.93970237047285],[-46.620421243955114,-14.939808553398134],[-46.6204596872534,-14.93992994234526],[-46.6204615087554,-14.94005687477116],[-46.620426563406205,-14.940179246855594],[-46.620357632801216,-14.94028731776493],[-46.62026020378812,-14.940372485027453],[-46.62014203172268,-14.940427969298607],[-46.620012523140446,-14.940449354006343],[-46.61988198698434,-14.940434936917761],[-46.619760813994084,-14.940385865640017],[-46.61965864958417,-14.940306046268645],[-46.61958362605486,-14.940201832455541],[-46.61954171525706,-14.940081519648917],[-46.61953625323978,-14.939954684766695],[-46.61956767471649,-14.939831423868041],[-46.61963347848152,-14.939721548506268],[-46.6197284265236,-14.939633804733637],[-46.619844960981396,-14.939575176923878],[-46.619973805748415,-14.939550331825556],[-46.61999961399982,-14.939549640321218]]]}"
00000000000000000118,0.1455422773274215,0.07384152776814203,0.011364519675089295,0.027012571910204158,0.02191049199158366,0.21808192899545192,66.72292301140358,0.3847055526708439,-5.223098707455657,0.7212976804604921,0.47679361236969287,0.8099150967487563,0.8099150967487563,-0.7749868597627343,GO_39,-15.121391783264372,-9.898293076437781,0.3,0.06,12.187556875424644,54.53536613597893,5.185472605928914,5.6920171762636445,32.027006053080875,16.42203162000353,740.1238036111542,false,false,true,11.783018867924529,-13.3199999999,-47.8799999999,3.0,Cavalcante,106,45.0,151.0,6.0,3,3.879850804654655,Goiás,"{""type"":""Polygon"",""coordinates"":[[[-47.87999888046993,-13.319549309402218],[-47.88012802973248,-13.31956721711283],[-47.88024689876734,-13.319619514798486],[-47.88034602563618,-13.319702039583799],[-47.880417519848905,-13.319808222522683],[-47.880455690443874,-13.319929611478114],[-47.88045749899549,-13.320056543904428],[-47.88042280148723,-13.32017891598125],[-47.88035435979283,-13.320286986877331],[-47.88025762184607,-13.320372154125092],[-47.88014028799309,-13.32042763838458],[-47.88001169804307,-13.320449023087392],[-47.879882087808696,-13.320434606002154],[-47.87976177431899,-13.32038553473499],[-47.87966033456689,-13.32030571537813],[-47.879585843168336,-13.320201501578934],[-47.87954422961923,-13.320081188781284],[-47.87953880631361,-13.319954353900297],[-47.879570004891,-13.319831092994747],[-47.879635341895195,-13.31972121762011],[-47.879729616472844,-13.319633473832656],[-47.87984532437005,-13.319574846010738],[-47.879973255270215,-13.319550000906727],[-47.87999888046993,-13.319549309402218]]]}"
0000000000000000012f,0.18029251610259878,0.08519014963474339,0.019105231521498754,0.038028515412363864,0.025511744095899798,0.2976150817525324,79.04216222614093,0.5197711325951827,-6.749928377637549,0.6103158463810798,0.5596724183283007,0.8432031396774725,0.8432031396774725,-0.7737447471194698,GO_414,-15.267031376257076,-8.517102987181076,0.3,0.06,4.505389476854925,74.536772749286,7.6608993007706845,5.245087531261164,20.992650436380345,19.66032228121781,337.14535803603326,false,false,true,11.018604651162791,-16.0199999999,-52.0199999999,5.578778135048232,Bom Jardim de Goiás,86,22.0,108.0,6.0,3,2.5587663075304903,Goiás,"{""type"":""Polygon"",""coordinates"":[[[-52.02000220343017,-16.01954837456686],[-52.02013295606009,-16.019566282270528],[-52.02025330084648,-16.01961857993753],[-52.020353658389595,-16.019701104698285],[-52.02042604023964,-16.01980728761438],[-52.020464684773955,-16.019928676555903],[-52.02046651583084,-16.02005560898153],[-52.02043138758963,-16.020177981071093],[-52.02036209619952,-16.02028605198938],[-52.020264157224325,-16.020371219261868],[-52.02014536661332,-16.0204267035409],[-52.020015180141485,-16.02044808825196],[-52.01988396071664,-16.02043367116112],[-52.01976215347177,-16.02038459987623],[-52.019659454311586,-16.020304780495067],[-52.01958403810362,-16.02020056667257],[-52.019541907954164,-16.020080253859895],[-52.01953641736855,-16.01995341897684],[-52.01956800332906,-16.019830158082833],[-52.01963415153256,-16.019720282729747],[-52.019729596547904,-16.01963253896712],[-52.01984674095492,-16.019573911165562],[-52.01997626009811,-16.019549066071093],[-52.02000220343017,-16.01954837456686]]]}"
0000000000000000016c,0.15655784828268038,0.08232343935700738,0.0173380483887188,0.03530250198626592,0.029026593833022807,0.2208496961699928,39.66578272023543,0.37898813150642763,-6.13568965212099,0.7110741052414958,0.4579132701075,0.7677523929359044,0.7677523929359044,-0.7241292796195691,GO_487,-14.168999565075913,-8.03330990882436,0.3,0.06,7.708009766302065,31.95777295393336,4.695745222929934,4.074547770700637,41.0,16.651435565696467,958.2262420382162,false,false,true,7.794444444444444,-16.3799999999,-48.4199999999,21.05319745222929,Silvânia,90,36.0,126.0,6.0,3,7.215320566541828,Goiás,"{""type"":""Polygon"",""coordinates"":[[[-48.42000047714328,-16.37954943901576],[-48.4201314686663,-16.37956734671849],[-48.420252033331586,-16.37961964438296],[-48.42035257423818,-16.3797021691404],[-48.42042508834084,-16.379808352053416],[-48.4204638034889,-16.379929740993056],[-48.42046563789834,-16.380056673418586],[-48.42043044547989,-16.38017904550988],[-48.42036102748972,-16.380287116431166],[-48.420262909568244,-16.380372283707],[-48.42014390190905,-16.38042776798867],[-48.42001347756521,-16.380449152700848],[-48.41988201838082,-16.38043473560925],[-48.41975998857542,-16.380385664321967],[-48.41965710177081,-16.380305844937514],[-48.41958154777136,-16.380201631111866],[-48.41953934065094,-16.380081318297158],[-48.41953384004038,-16.379954483413826],[-48.41956548371822,-16.379831222521382],[-48.41963175278546,-16.379721347171206],[-48.41972737218932,-16.379633603411943],[-48.41984473062838,-16.379574975613135],[-48.419974486411206,-16.379550130519956],[-48.42000047714328,-16.37954943901576]]]}"
0000000000000000016d,0.20859000510112802,0.1198103294096191,0.0292996637636315,0.051663896412339205,0.06527392488011699,0.1991357363052772,7.61654023153771,0.24663285741599972,-5.8573281136134465,1.0468163414270937,0.2563120493425388,0.5233483508227739,0.5233483508227739,-0.5946018067786534,GO_488,-16.294981602887642,-10.437653462448461,0.3,0.06,2.596576703463351,5.019963528074359,0.9602527517325723,5.698124745209944,39.84997961679576,14.94499827867398,978.64115368936,false,false,true,4.772727272727272,-16.3799999999,-48.2399999999,13.909294741133301,Luziânia,33,20.0,53.0,6.0,3,15.256902323272632,Goiás,"{""type"":""Polygon"",""coordinates"":[[[-48.239999944918836,-16.379549439015758],[-48.24013093644185,-16.379567346718485],[-48.24025150110714,-16.37961964438296],[-48.24035204201374,-16.379702169140394],[-48.240424556116395,-16.379808352053416],[-48.24046327126447,-16.379929740993056],[-48.24046510567389,-16.380056673418583],[-48.24042991325545,-16.380179045509877],[-48.24036049526528,-16.380287116431166],[-48.240262377343804,-16.380372283706997],[-48.2401433696846,-16.38042776798867],[-48.24001294534077,-16.380449152700848],[-48.23988148615638,-16.380434735609246],[-48.23975945635098,-16.380385664321967],[-48.23965656954637,-16.38030584493751],[-48.23958101554691,-16.380201631111863],[-48.2395388084265,-16.380081318297158],[-48.23953330781593,-16.379954483413822],[-48.23956495149378,-16.37983122252138],[-48.239631220561016,-16.379721347171206],[-48.239726839964874,-16.37963360341194],[-48.239844198403944,-16.37957497561313],[-48.239973954186766,-16.379550130519956],[-48.239999944918836,-16.379549439015758]]]}"
00000000000000000189,0.14675342115199302,0.06853492733979534,0.020824449004585983,0.03644646986841125,0.023642127870751064,0.25971835717486813,84.10436515287181,0.47333741345215063,-6.163004871202385,0.5753915520850925,0.5792942977294454,0.8305963162430436,0.8305963162430436,-0.7518583864132908,GO_520,-14.946603846725974,-8.783598928822913,0.3,0.06,15.48765524974866,68.61670990312315,6.0802748791041,4.358208195469586,42.036192415372874,16.77368738763865,824.1129040468313,false,false,true,8.750877192982456,-16.5599999999,-47.6999999999,6.007890048358362,Cristalina,171,64.0,235.0,6.0,3,1.5656292277639776,Goiás,"{""type"":""Polygon"",""coordinates"":[[[-47.69999834824547,-16.55954997124021],[-47.70012946148613,-16.559567878942467],[-47.70025013818117,-16.55962017660567],[-47.70035077251268,-16.55970270136144],[-47.700423353998886,-16.55980888427292],[-47.70046210512506,-16.559930273211613],[-47.700463941242596,-16.5600572056371],[-47.70042871612538,-16.56017957772925],[-47.700359233631644,-16.560287648652046],[-47.70026102453589,-16.560372815929558],[-47.70014190628925,-16.560428300212553],[-47.70001136074812,-16.560449684925295],[-47.699879779404725,-16.560435267833313],[-47.69975763620332,-16.56038619654483],[-47.69965465379267,-16.560306377158728],[-47.699579029587525,-16.5602021633315],[-47.69953678324987,-16.560081850515772],[-47.699531277531484,-16.559955015632298],[-47.69956295061664,-16.559831754740635],[-47.699629281264706,-16.559721879391923],[-47.69972498952066,-16.55963413563434],[-47.699842457010476,-16.55957550783692],[-47.69997233336278,-16.55955066274439],[-47.69999834824547,-16.55954997124021]]]}"
000000000000000001af,0.18132596756069105,0.09348631976801404,0.024274469284485473,0.045308986709180224,0.03792661505823678,0.24200917846164213,37.79357300733076,0.39726486545247186,-6.0042469221302035,0.7486057598164623,0.4494706455631385,0.7341626190106957,0.7341626190106957,-0.6863277932421815,GO_574,-15.241977566786375,-9.237730641338409,0.3,0.06,10.079561672341844,27.71401133498891,5.8759268664296584,3.8582529202640927,30.01655662772979,14.881972735105562,699.5659217877092,false,false,true,6.60546875,-16.9199999999,-49.1399999999,9.41686135093956,Hidrolândia,128,49.0,177.0,6.0,3,2.266145281960601,Goiás,"{""type"":""Polygon"",""coordinates"":[[[-49.13999814694002,-16.919551035689107],[-49.14012950819131,-16.91956894339042],[-49.140250413157034,-16.91962124105109],[-49.14035123785012,-16.919703765803522],[-49.14042395663629,-16.919809948711894],[-49.14046278107103,-16.919931337648702],[-49.14046462066888,-16.920058270074087],[-49.140429328924924,-16.920180642167974],[-49.14035971499937,-16.92028871309379],[-49.140261320127884,-16.92037388037467],[-49.140141976549515,-16.920429364660325],[-49.140011184058174,-16.920450749374186],[-49.13987935380499,-16.920436332281444],[-49.139756979549205,-16.920387260990545],[-49.139653802332695,-16.920307441601135],[-49.139578035077186,-16.92020322777074],[-49.13953570883083,-16.92008291495297],[-49.13953019270472,-16.919956080069213],[-49.139561925709806,-16.919832819179124],[-49.139628381834285,-16.91972294383334],[-49.1397242711343,-16.919635200079135],[-49.139841960824796,-16.919576572284484],[-49.13997208284826,-16.919551727193248],[-49.13999814694002,-16.919551035689107]]]}"
000000000000000001b0,0.2570783297681316,0.15125512209522082,0.0393328645641307,0.07352505711082741,0.08311134775934095,0.2747568545214272,41.77845479513566,0.32848635229608075,-5.423971837850755,0.9300731961158073,0.30874374281105427,0.554186848753166,0.554186848753166,-0.5881669167782114,GO_575,-16.457799443114975,-11.033827582121125,0.3,0.06,6.563690747353416,35.21476404778224,0.5994310966627725,5.679026768933814,35.03062934931681,16.588292878489774,824.3975212068877,false,false,true,8.71111111111111,-16.9199999999,-48.9599999999,11.09559607863057,Bela Vista de Goiás,99,27.0,126.0,6.0,3,2.266607456732385,Goiás,"{""type"":""Polygon"",""coordinates"":[[[-48.96000207381662,-16.91955103568911],[-48.96013343506791,-16.919568943390423],[-48.96025434003364,-16.91962124105109],[-48.96035516472673,-16.919703765803522],[-48.96042788351289,-16.919809948711894],[-48.96046670794763,-16.919931337648702],[-48.96046854754549,-16.92005827007409],[-48.96043325580153,-16.920180642167978],[-48.96036364187597,-16.920288713093793],[-48.960265247004486,-16.92037388037467],[-48.96014590342611,-16.920429364660325],[-48.960015110934776,-16.920450749374186],[-48.9598832806816,-16.920436332281444],[-48.9597609064258,-16.920387260990545],[-48.959657729209304,-16.92030744160114],[-48.95958196195379,-16.92020322777074],[-48.95953963570742,-16.92008291495297],[-48.95953411958132,-16.919956080069213],[-48.959565852586415,-16.919832819179124],[-48.959632308710894,-16.919722943833342],[-48.9597281980109,-16.91963520007914],[-48.9598458877014,-16.919576572284484],[-48.95997600972486,-16.919551727193248],[-48.96000207381662,-16.91955103568911]]]}"
000000000000000001b3,0.16412948070367056,0.08787410891997396,0.02180348983404258,0.042890140404605884,0.03954541819437129,0.21784385872101583,50.16864325129362,0.34670088245040176,-5.451712496976089,0.7559811025206958,0.4284499590858977,0.700429356362802,0.700429356362802,-0.6746309867273874,GO_578,-16.88654191060654,-11.434829451138443,0.3,0.06,12.533522904748784,37.63512034654483,2.4748552270649196,3.997155338819465,43.0,14.076067369245823,954.1415726912527,false,false,true,8.46830985915493,-16.9199999999,-48.4199999999,6.02087778116428,Vianópolis,142,52.0,194.0,6.0,3,12.10737918419505,Goiás,"{""type"":""Polygon"",""coordinates"":[[[-48.42000047714328,-16.919551035689107],[-48.42013183839456,-16.919568943390423],[-48.420252743360294,-16.91962124105109],[-48.42035356805338,-16.919703765803522],[-48.42042628683954,-16.919809948711894],[-48.42046511127428,-16.919931337648702],[-48.42046695087214,-16.92005827007409],[-48.420431659128184,-16.920180642167978],[-48.42036204520262,-16.920288713093793],[-48.42026365033113,-16.92037388037467],[-48.42014430675276,-16.920429364660325],[-48.42001351426142,-16.920450749374186],[-48.419881684008246,-16.920436332281444],[-48.41975930975246,-16.920387260990545],[-48.41965613253595,-16.920307441601135],[-48.41958036528044,-16.92020322777074],[-48.41953803903408,-16.920082914952967],[-48.41953252290798,-16.919956080069213],[-48.419564255913066,-16.919832819179124],[-48.419630712037545,-16.919722943833342],[-48.41972660133755,-16.919635200079135],[-48.419844291028056,-16.919576572284484],[-48.419974413051506,-16.919551727193248],[-48.42000047714328,-16.919551035689107]]]}"
000000000000000001cf,0.16011681209584963,0.07680803094363321,0.018859555614625233,0.03457362415274404,0.026479382055114332,0.24783380050122378,83.02405143055763,0.43752326694871907,-5.841506199570385,0.6510129798829094,0.5319904503486488,0.8118771817515318,0.8118771817515318,-0.756041942185375,GO_611,-12.848255690988365,-7.006749417718811,0.3,0.06,9.892402419751704,73.13164901080593,9.687078281162805,6.253462533610675,34.91923291563088,16.636714137248592,804.2028309066004,false,false,true,10.99090909090909,-17.0999999999,-48.2399999999,6.720054791740653,Orizona,132,42.0,174.0,6.0,3,12.227201000304293,Goiás,"{""type"":""Polygon"",""coordinates"":[[[-48.23999994491883,-17.099551567913558],[-48.24013143247669,-17.099569475614402],[-48.24025245369583,-17.099621773273793],[-48.24035337533601,-17.099704298024545],[-48.2404261640461,-17.09981048093137],[-48.24046502581528,-17.09993186986722],[-48.24046686718554,-17.100058802292565],[-48.24043154150998,-17.10018117438732],[-48.240361860648974,-17.100289245314652],[-48.240263371165874,-17.100374412597212],[-48.240143912830895,-17.1004298968842],[-48.240012994573135,-17.100451281598627],[-48.23988103755557,-17.100436864505497],[-48.23975854562873,-17.1003877932134],[-48.23965526920178,-17.100307973822336],[-48.23957942909376,-17.100203759990343],[-48.239537062151555,-17.10008344717155],[-48.23953154072498,-17.09995661228765],[-48.239563304245976,-17.099833351398352],[-48.23962982427288,-17.099723476054034],[-48.23972580577477,-17.099635732301525],[-48.23984360862736,-17.09957710450826],[-48.23997385576593,-17.099552259417678],[-48.23999994491883,-17.099551567913558]]]}"
000000000000000001d9,0.17462080334589417,0.10101782300953367,0.022995930331663427,0.042881101788131676,0.046801348250720264,0.26937374882226345,60.359197210298206,0.4065081874720832,-6.315894904664435,0.6431838251920686,0.4743867245937562,0.7206865945374435,0.7206865945374435,-0.727285026933053,GO_628,-16.15904258744074,-9.843147605397796,0.3,0.06,12.848110093699717,47.51108711659849,3.080985201702817,5.803162375836205,46.0,18.425553921513497,778.0454591526455,false,false,true,10.545454545454545,-17.2799999999,-51.1199999999,16.340360835191564,Rio Verde,88,48.0,136.0,6.0,3,1.2319272190858017,Goiás,"{""type"":""Polygon"",""coordinates"":[[[-51.11999954230791,-17.279552100138005],[-51.120131157715704,-17.279570007838377],[-51.12025229660879,-17.279622305496495],[-51.12035331638067,-17.279704830245574],[-51.12042617586907,-17.279811013150834],[-51.12046507542887,-17.279932402085738],[-51.12046691859316,-17.280059334511037],[-51.12043155857134,-17.280181706606665],[-51.120361809957004,-17.28028977753551],[-51.12026322470622,-17.28037494481976],[-51.12014365021244,-17.280430429108087],[-51.120012604651535,-17.280451813823078],[-51.119880519320674,-17.280437396729564],[-51.11975790828498,-17.28038832543625],[-51.11965453143532,-17.280308506043525],[-51.11957861758459,-17.280204292209945],[-51.11953620944927,-17.280083979390117],[-51.11953068265742,-17.279957144506085],[-51.11956247706717,-17.27983388361757],[-51.119629061777324,-17.279724008274727],[-51.1197251366077,-17.279636264523916],[-51.11984305400514,-17.279577636732043],[-51.11997342778765,-17.279552791642107],[-51.11999954230791,-17.279552100138005]]]}"
