holdout_region,n_blind,method,k,subset_hash,r2,rmse,mae,bias,slope,intercept,seed
0,34,QAOA_Simulado_k6,6,0c38ec0f34aefdd4,0.6417979664240465,18.97367059725015,14.99501165676385,1.223483132664487,0.6985473210405724,15.891477763939378,1042
1,39,QAOA_Simulado_k6,6,0c38ec0f34aefdd4,0.5369097826231226,21.3252952396076,15.939376925667961,-0.7754205260713528,0.5219198792022741,24.235182260056597,1043
2,44,QAOA_Simulado_k6,6,0c38ec0f34aefdd4,0.25608542888191466,26.869231021035887,21.406339767555544,-0.23036485938748621,0.5652471445551162,18.90496477816486,1044
3,127,QAOA_Simulado_k6,6,0c38ec0f34aefdd4,0.7143500738467975,22.175601566686858,16.686898270849007,-2.337256859626065,0.6153982505130179,15.307005223110142,1045
4,46,QAOA_Simulado_k6,6,0c38ec0f34aefdd4,0.686430646104139,14.958573654918764,11.192347695627943,3.3285245307380666,0.6702801357202716,13.16043293742749,1046
